id,host_id,host_name,host_response_time,host_response_rate,host_acceptance_rate,host_neighbourhood,host_listings_count,host_total_listings_count,neighbourhood,neighbourhood_cleansed,property_type,room_type,accommodates,bathrooms,bedrooms,beds,price,guests_included,extra_people,minimum_nights,maximum_nights,minimum_minimum_nights,maximum_minimum_nights,minimum_maximum_nights,maximum_maximum_nights,number_of_reviews,number_of_reviews_ltm,review_scores_rating,reviews_per_month,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27896258,163145419,Kazutaka,within a few hours,90%,100%,Sumida District,13,13,Shinjuku District,Shinjuku Ku,Apartment,Private room,5,3,3,3,"$28,853.00",6,$0.00,1,365,1,1,365,365,29,11,95,1.46,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27896663,163145419,Kazutaka,within a few hours,90%,100%,Sumida District,13,13,Shinjuku,Nakano Ku,Apartment,Private room,2,1.5,1,1,"$10,833.00",2,$0.00,1,365,1,1,365,365,37,19,95,1.88,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27906723,185778164,Mirai,within an hour,100%,98%,Ikebukuro,42,42,Toshima District,Toshima Ku,Apartment,Entire home/apt,2,1,0,1,"$8,450.00",2,"$2,000.00",1,1125,1,1,1125,1125,34,20,82,1.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27906863,185778164,Mirai,within an hour,100%,98%,Ikebukuro,42,42,Toshima District,Toshima Ku,Apartment,Entire home/apt,2,1,0,1,"$8,474.00",2,"$2,000.00",1,1125,1,1,1125,1125,46,16,76,2.28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27907009,207915193,Takuya,within an hour,100%,94%,Shinjuku District,3,3,Shinjuku District,Shinjuku Ku,Apartment,Entire home/apt,4,1,1,4,"$15,017.00",2,"$2,000.00",1,1124,1,2,1124,1124,43,12,95,2.26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27907499,185778164,Mirai,within an hour,100%,98%,Ikebukuro,42,42,Ikebukuro,Toshima Ku,Apartment,Entire home/apt,2,1,0,1,"$8,474.00",2,"$2,000.00",1,1125,1,1,1125,1125,17,8,73,0.86,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27907598,185778164,Mirai,within an hour,100%,98%,Ikebukuro,42,42,Ikebukuro,Toshima Ku,Apartment,Entire home/apt,2,1,0,1,"$8,474.00",2,"$2,000.00",1,1125,1,1,1125,1125,26,12,83,1.34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27907772,185778164,Mirai,within an hour,100%,98%,Ikebukuro,42,42,Toshima District,Toshima Ku,Apartment,Entire home/apt,2,1,0,1,"$8,474.00",2,"$2,000.00",1,1125,1,1,1125,1125,22,11,72,1.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27907897,207915193,Takuya,within an hour,100%,94%,Shinjuku District,3,3,Shinjuku District,Shinjuku Ku,Apartment,Entire home/apt,4,1,1,4,"$15,017.00",2,"$2,000.00",1,1124,1,2,1124,1124,44,14,95,2.34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27909826,163145419,Kazutaka,within a few hours,90%,100%,Sumida District,13,13,Shinjuku District,Shinjuku Ku,Apartment,Private room,2,1.5,1,1,"$10,833.00",2,$0.00,1,365,1,1,365,365,45,21,94,2.27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27913583,,https://a0.muscache.com/im/pictures/4a3d309f-1359-4efa-ac3a-f9e97adaa35e.jpg?aki_policy=large,Momo,2015-09-10,日本东京,100%,t,https://a0.muscache.com/im/pictures/user/91dad466-8aec-4f3b-9eb8-7e44c8d8f546.jpg?aki_policy=profile_small,"['email', 'phone', 'reviews', 'zhima_selfie']",t,Japan,35.70032,139.70292,f,House,Entire home/apt,9,,,"$30,000.00","$20,000.00",8,"$4,800.00",2,1125,55,81,24,22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27914325,210866361,Shintaro,within an hour,100%,93%,Ikebukuro,1,1,Ikebukuro,Toshima Ku,House,Private room,5,1.5,3,4,"$14,158.00",4,"$1,800.00",1,90,1,1,90,90,72,33,99,3.62,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27914786,25565899,Naho,within an hour,100%,100%,Shibuya,9,9,Shibuya,Shibuya Ku,Apartment,Entire home/apt,2,1.5,0,1,"$11,262.00",2,$0.00,1,90,1,1,1125,1125,42,21,85,2.32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27917164,206086589,Kikka,within an hour,100%,100%,,4,4,Chūō District,Chuo Ku,Hostel,Shared room,1,1,1,1,"$2,781.00",1,$0.00,1,365,1,1,365,365,526,368,92,27.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27917471,206086589,Kikka,within an hour,100%,100%,,4,4,Chiyoda District,Chiyoda Ku,Hostel,Private room,2,1,1,1,"$14,011.00",1,$0.00,1,365,1,1,365,365,190,43,91,9.73,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27917651,206086589,Kikka,within an hour,100%,100%,,4,4,Chiyoda District,Chiyoda Ku,Hostel,Private room,4,2,1,2,"$20,001.00",1,$0.00,1,365,1,1,365,365,4,0,85,0.24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27923703,200349143,Danyang,within a few hours,100%,77%,Asakusa/Ueno,20,20,Taito District,Taito Ku,Apartment,Entire home/apt,4,1,1,2,"$7,830.00",2,"$1,800.00",2,1125,2,15,1125,1125,34,17,88,1.68,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27924769,145326080,Shunki,within an hour,100%,100%,Shinjuku District,10,10,Shinjuku District,Shinjuku Ku,Condominium,Entire home/apt,6,1,2,4,"$22,954.00",5,"$2,000.00",2,1125,2,4,1125,1125,60,24,97,3.09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27925085,200349143,Danyang,within a few hours,100%,77%,Asakusa/Ueno,20,20,Asakusa/Ueno,Taito Ku,Apartment,Entire home/apt,4,1,1,2,"$11,906.00",2,"$2,000.00",2,1125,2,2,1125,1125,14,2,81,0.73,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27934324,210081038,Kota,within an hour,100%,100%,Toshima District,14,14,Toshima District,Toshima Ku,Condominium,Entire home/apt,2,1,1,2,"$4,278.00",1,"$1,300.00",2,1125,2,2,1125,1125,57,23,94,2.82,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27934346,150347035,Genki,within an hour,85%,98%,Asakusa/Ueno,19,19,Taito District,Taito Ku,Aparthotel,Entire home/apt,2,1,1,2,"$19,951.00",1,$0.00,1,3,1,1,3,3,30,22,96,1.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27935890,201210320,Take,within a few hours,90%,100%,Shinjuku,5,5,Shinjuku District,Shinjuku Ku,Apartment,Entire home/apt,8,3,1,2,"$21,989.00",4,"$2,000.00",1,365,1,2,365,365,45,21,95,2.24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27936298,201210320,Take,within a few hours,90%,100%,Shinjuku,5,5,Shinjuku District,Shinjuku Ku,Apartment,Entire home/apt,8,3,1,2,"$21,989.00",4,"$2,000.00",1,365,1,2,365,365,36,11,93,1.79,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27939705,203426327,Hotel,N/A,N/A,100%,,6,6,Taito District,Taito Ku,Ryokan (Japan),Private room,2,1,1,2,"$6,543.00",1,$0.00,1,365,1,1,365,365,11,3,86,0.57,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27940375,205906665,Anna,within an hour,100%,100%,Sumida District,13,13,Sumida District,Sumida Ku,Apartment,Entire home/apt,7,1.5,2,1,"$12,835.00",5,"$2,000.00",1,180,1,1,1125,1125,10,1,92,0.51,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27940671,205906665,Anna,within an hour,100%,100%,Sumida District,13,13,Sumida District,Sumida Ku,Apartment,Entire home/apt,4,1,1,2,"$10,803.00",2,"$2,000.00",1,180,1,1,1125,1125,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27940865,205906665,Anna,within an hour,100%,100%,Sumida District,13,13,Sumida District,Sumida Ku,Apartment,Entire home/apt,4,1,1,2,"$15,723.00",2,"$5,000.00",1,180,1,1,1125,1125,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27941274,205906665,Anna,within an hour,100%,100%,Sumida District,13,13,Shibuya District,Shibuya Ku,Apartment,Entire home/apt,6,1,1,5,"$12,871.00",4,"$2,000.00",1,180,1,1,1125,1125,9,1,78,0.45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27941459,205906665,Anna,within an hour,100%,100%,Sumida District,13,13,Shibuya District,Shibuya Ku,Apartment,Entire home/apt,5,1,1,5,"$12,764.00",4,"$3,000.00",1,180,1,1,1125,1125,10,0,96,0.51,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27944211,210081038,Kota,within an hour,100%,100%,Toshima District,14,14,Toshima District,Toshima Ku,Condominium,Entire home/apt,6,1,2,4,"$12,013.00",4,"$1,500.00",2,1125,2,2,1125,1125,74,28,95,3.68,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27946672,210081038,Kota,within an hour,100%,100%,Toshima District,14,14,Toshima District,Toshima Ku,Condominium,Entire home/apt,2,1,1,2,"$3,957.00",1,"$1,300.00",2,1125,2,2,1125,1125,54,17,96,2.67,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27948530,2.1 km Ueno Station,6.1 km Tokyo Imperial Palace,"Indoor smoking is strictly prohibited. There is a smoking area outside. Since this is a quiet neighborhood, please keep quiet after 12 midnight. Prohibition of the use of gas stove","￭Subway&Train Minami-Senju is the nearest station. There are three lines to Minami-Senju station. ●Hibiya Line (8 minutes walk to my place) ●JR Joban line (11 minutes walk to my place) ●Tsukuba-Express (11 minutes walk to my place) ※If you have a lot of baggage, it will take you more than 8min and 11 min. ================ ￭Sightseeing spot ● By Train: Asakusa: 2 mins Ueno: 6 mins Akihabara: 9 mins Tokyo: 17 mins Tokyo sky tree(Oshiage):17 mins Tsukiji Market: 19mins Ginza: 22 mins Meiji-Jingu(Harajuku): 36mins Disney Land(Maihama): 38 mins ● By walking: Asakusa Area: 18 mins Senso-Ji: 22 mins Tokyo sky tree:23 mins  Sumida River:8 mins  ======================= ￭From Airports to Minami-Senju  ￭Narita Airport ●Way 1: (Recommend) Narita Airport ￬Keisei Sky Liner Ueno ￬Hibiya Line Minami-Senju (Exit1 South Gate) Time: Around 1 hour Fares: 2630 yen Transfer: 1 time ●Way 2: Narita Airport ￬Keisei Sky Liner Nippori ￬JR Joban Line Minami-Senju (West Exit) Time: Around 1 hour Fares: 2619 yen Tr","Living room, washroom, bathroom, kitchen(Prohibition of the use of gas stove)",,https://a0.muscache.com/im/pictures/d593a09f-16e9-47df-b87e-7625428c7d20.jpg?aki_policy=large,,"Taitō, Tokyo, Japan","This is a special big family, the members of this family are from all around the world gathering in Tokyo 時の家 guest house. 

I'm an IT engineer who loves to explore different cultures. I've been to 11 countries such as the United States,  Germany, Australia, and India. Having you all at my home is another way to understand the world more:).",f,"Taitō-ku, Tōkyō-to, Japan",Taito District,Taito Ku,,Taitō-ku,"Taitō-ku, Japan",t,House,Entire home/apt,4,1.5,2,0,Real Bed,1,1124,1124,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27949112,210199913,Satoru,within an hour,100%,100%,Shinjuku District,10,10,Taito District,Taito Ku,House,Entire home/apt,10,2.5,3,4,"$23,490.00",4,"$1,500.00",3,1125,1,3,1125,1125,43,25,89,2.54,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27956655,135750902,Ken & Masaya,within an hour,100%,99%,Shibuya,6,6,Shibuya,Shibuya Ku,Apartment,Entire home/apt,2,1,1,1,"$15,017.00",2,"$2,000.00",1,30,1,7,1125,1125,64,25,98,3.24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27960791,20833491,David,within an hour,100%,100%,Shinjuku,3,3,Shinjuku District,Shinjuku Ku,Apartment,Entire home/apt,2,1,1,1,"$11,977.00",2,"$1,000.00",1,1125,1,1,365,365,314,205,91,15.94,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27961133,20833491,David,within an hour,100%,100%,Shinjuku,3,3,Shinjuku District,Shinjuku Ku,Apartment,Entire home/apt,3,1,1,2,"$12,979.00",2,"$1,000.00",1,1125,1,1,365,365,315,241,94,16.61,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27963951,177445547,Enzo,within an hour,100%,100%,Suginami District,74,74,Suginami District,Suginami Ku,Apartment,Entire home/apt,2,1,1,0,"$7,487.00",2,"$1,000.00",1,1125,1,1,1125,1125,58,36,94,2.94,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27964845,208132446,Plays,within an hour,100%,96%,Asakusa/Ueno,6,6,Taito District,Taito Ku,House,Entire home/apt,16,2,4,16,"$34,967.00",16,"$1,500.00",1,1125,1,1,1125,1125,3,3,93,0.45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27966241,207024011,Ting,within an hour,100%,99%,Ikebukuro,24,24,Toshima District,Toshima Ku,Serviced apartment,Entire home/apt,3,1.5,1,0,"$13,584.00",3,"$1,000.00",6,1125,6,6,1125,1125,49,36,95,2.67,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27970255,158518748,Yang,within an hour,100%,100%,Asakusa/Ueno,61,61,Taito District,Taito Ku,Apartment,Entire home/apt,4,1,1,2,"$8,045.00",2,"$2,000.00",1,1125,1,1,1125,1125,30,16,92,1.57,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27975388,158772113,Kimu,within an hour,100%,98%,Edogawa District,11,11,,Edogawa Ku,House,Entire home/apt,7,1.5,2,4,"$9,947.00",5,"$1,000.00",2,360,2,2,360,360,56,24,93,2.84,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27977067,203426327,Hotel,N/A,N/A,100%,,6,6,Asakusa/Ueno,Taito Ku,Ryokan (Japan),Private room,2,1,1,1,"$6,543.00",1,$0.00,1,365,1,1,365,365,37,6,89,1.88,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27992973,150347035,Genki,within an hour,85%,98%,Asakusa/Ueno,19,19,Asakusa/Ueno,Taito Ku,Aparthotel,Entire home/apt,2,1,1,2,"$19,951.00",1,$0.00,1,3,1,1,3,3,12,6,95,0.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27994110,150347035,Genki,within an hour,85%,98%,Asakusa/Ueno,19,19,Asakusa/Ueno,Taito Ku,Aparthotel,Entire home/apt,6,1,2,3,"$15,017.00",1,$0.00,1,3,1,1,3,3,9,2,91,0.46,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27994661,210252612,Ya,within an hour,100%,100%,Ikebukuro,7,7,Toshima District,Toshima Ku,Apartment,Entire home/apt,2,1,1,1,"$9,546.00",1,$0.00,1,60,1,1,60,60,41,15,95,2.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27996329,177955651,Hostel-Inn Tokyo Ryogoku,within an hour,100%,100%,Sumida District,12,12,Sumida District,Sumida Ku,Apartment,Entire home/apt,4,1.5,2,3,"$15,231.00",1,$0.00,1,14,1,1,14,14,102,60,96,5.13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27996640,177955651,Hostel-Inn Tokyo Ryogoku,within an hour,100%,100%,Sumida District,12,12,Sumida District,Sumida Ku,Apartment,Entire home/apt,5,1.5,2,4,"$15,553.00",1,$0.00,1,14,1,1,14,14,101,63,96,5.04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27996790,177955651,Hostel-Inn Tokyo Ryogoku,within an hour,100%,100%,Sumida District,12,12,Sumida District,Sumida Ku,Apartment,Entire home/apt,6,1.5,2,5,"$17,913.00",6,$0.00,1,14,1,1,14,14,94,58,96,4.76,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27997153,177955651,Hostel-Inn Tokyo Ryogoku,within an hour,100%,100%,Sumida District,12,12,Sumida District,Sumida Ku,Apartment,Entire home/apt,5,1.5,2,4,"$16,625.00",1,$0.00,1,14,1,1,14,14,113,65,96,5.65,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27998002,150347035,Genki,within an hour,85%,98%,Asakusa/Ueno,19,19,Taito District,Taito Ku,Aparthotel,Entire home/apt,6,1,2,3,"$15,017.00",1,$0.00,1,3,1,1,3,3,4,0,100,0.21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27998864,210199913,Satoru,within an hour,100%,100%,Shinjuku District,10,10,Sumida District,Sumida Ku,House,Entire home/apt,6,1,2,6,"$26,815.00",4,"$2,000.00",3,1125,1,3,1125,1125,50,15,90,2.55,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28003853,21989389,Ruka,within an hour,100%,100%,Akasaka,20,20,Shinjuku District,Shinjuku Ku,Apartment,Entire home/apt,2,1,0,1,"$19,951.00",1,$0.00,2,180,2,2,180,180,13,6,94,0.76,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28013960,211268989,Noriko,N/A,N/A,100%,Shinjuku District,2,2,Shinjuku District,Shinjuku Ku,Apartment,Entire home/apt,5,1,0,5,"$49,949.00",5,"$1,500.00",1,365,1,1,365,365,33,16,78,1.72,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28017428,36582105,Emi,within an hour,100%,100%,Suginami District,3,3,Suginami District,Suginami Ku,House,Entire home/apt,6,1,2,2,"$19,951.00",4,"$2,000.00",2,90,2,2,1125,1125,99,61,99,5.48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28017802,82400591,Tomomi&Yohi,within an hour,100%,100%,Shinjuku District,10,10,Shinjuku District,Shinjuku Ku,House,Entire home/apt,6,2,3,8,"$40,008.00",6,"$4,000.00",2,180,2,2,1125,1125,43,26,98,2.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28021551,13700916,Ryo,within an hour,100%,100%,Asakusa/Ueno,7,7,Shinjuku District,Shinjuku Ku,Apartment,Entire home/apt,5,1,1,3,"$8,984.00",1,$0.00,1,365,1,2,365,365,29,20,91,1.62,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28023046,62045077,Kei,within a few hours,100%,97%,,1,1,Asakusa/Ueno,Taito Ku,Apartment,Private room,3,1,1,1,"$3,969.00",1,"$1,500.00",1,1125,1,1,1125,1125,66,24,94,3.36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28035202,150347035,Genki,within an hour,85%,98%,Asakusa/Ueno,19,19,Taito District,Taito Ku,Aparthotel,Entire home/apt,5,1,2,3,"$15,017.00",1,$0.00,1,3,1,1,3,3,4,1,95,0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28038521,70438155,MingJuan,within an hour,100%,100%,Shinjuku,16,16,Shinjuku District,Shinjuku Ku,House,Entire home/apt,14,2,6,8,"$49,876.00",8,"$4,800.00",2,60,2,2,1125,1125,24,11,97,1.19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28039727,211795510,Kei,within an hour,100%,100%,Toshima District,12,12,Toshima District,Toshima Ku,Condominium,Entire home/apt,8,2,1,4,"$9,975.00",4,"$2,000.00",1,14,1,1,14,14,44,23,92,2.24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28040192,98150781,Guest House DENCHI,within an hour,100%,100%,Asakusa/Ueno,7,7,Asakusa/Ueno,Taito Ku,Apartment,Private room,2,2,1,1,"$4,827.00",1,"$2,500.00",1,14,1,1,14,14,97,60,92,4.88,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28043276,119542101,Nana & Yuta,within an hour,100%,91%,Arakawa District,13,13,Arakawa District,Arakawa Ku,Hostel,Shared room,2,2,1,2,"$6,952.00",1,$0.00,1,1125,1,1,1125,1125,8,5,100,0.41,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28055881,134083708,Deko,within an hour,100%,100%,Roppongi,5,5,Minato District,Minato Ku,Apartment,Entire home/apt,6,1.5,1,2,"$17,751.00",4,"$2,000.00",3,1125,3,3,1125,1125,8,6,98,0.41,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28058242,37192617,Joyce,within an hour,100%,98%,Adachi District,7,7,,Adachi Ku,House,Private room,1,1.5,1,2,"$2,995.00",1,"$3,000.00",1,30,1,1,30,30,5,1,96,0.26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28058630,93768416,Mona,within an hour,100%,99%,Shinjuku District,7,7,Shinjuku District,Shinjuku Ku,Apartment,Entire home/apt,4,1,1,2,"$40,008.00",4,$0.00,1,365,1,1,365,365,16,7,86,0.87,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28058841,93768416,Mona,within an hour,100%,99%,Shinjuku District,7,7,Shinjuku District,Shinjuku Ku,Apartment,Entire home/apt,4,1,1,2,"$40,008.00",4,$0.00,1,365,1,1,365,365,27,16,90,1.41,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28059553,37192617,Joyce,within an hour,100%,98%,Adachi District,7,7,,Adachi Ku,House,Private room,2,1.5,1,2,"$5,883.00",2,"$3,000.00",1,30,1,1,30,30,1,1,100,0.08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28060015,198618651,Itoe,within an hour,100%,100%,Asakusa/Ueno,12,12,Taito District,Taito Ku,Apartment,Entire home/apt,4,1,2,4,"$26,815.00",4,$0.00,1,365,1,1,365,365,59,25,97,2.97,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28060047,48013456,Nbr,N/A,N/A,100%,,2,2,Ikebukuro,Toshima Ku,Apartment,Entire home/apt,4,1,0,2,"$6,543.00",1,"$1,000.00",1,1125,1,1,1125,1125,31,15,89,1.63,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28060678,211980896,Shuichi,within an hour,100%,100%,Toshima District,1,1,Toshima District,Toshima Ku,House,Entire home/apt,9,1,3,4,"$20,001.00",5,"$3,000.00",1,1125,1,1,1125,1125,39,19,96,2.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28061578,208411487,Plays / ﾌﾟﾚｲｽﾞ,within an hour,100%,99%,Shimokitazawa,4,4,Shimokitazawa,Setagaya Ku,Apartment,Entire home/apt,6,1,2,3,"$20,001.00",1,$0.00,1,1125,1,1,1125,1125,68,33,93,3.41,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28064154,198618651,Itoe,within an hour,100%,100%,Asakusa/Ueno,12,12,Taito District,Taito Ku,Apartment,Entire home/apt,4,1,2,4,"$26,815.00",4,$0.00,1,365,1,1,365,365,63,31,99,3.28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28064327,106187749,Hiroko,within a few hours,100%,96%,Toshima District,17,17,Sumida District,Sumida Ku,House,Entire home/apt,8,1,2,2,"$17,969.00",4,"$1,500.00",2,1125,2,3,1125,1125,23,0,90,1.17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
